"Address";"Tags"
"вул. Запорізька, буд. 16";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Запорізька, буд. 37";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Зеленухова, буд. 7";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Землячки, буд. 10";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Земнухова, буд. 7";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Зінчевського, буд. 6, кв. 8";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Зореносна, буд. 37";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Інгулецька, буд. 23";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Індустріальна, буд. 75, кв. 48";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Іртишська, буд. 10, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кавказька, буд. 118";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Калантая, буд. 2, кв. 63";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Калнишевського Петра, буд. 17, кв. 2";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Канарська, буд. 9";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Карбишева Генерала, буд. 12, кв. 5";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Карбишева Генерала, буд. 16, кв. 73";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Карнаушенка, буд. 44А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Катеринівська, буд. 1, кв. 112";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Каткова, буд. 25 корп. 1, кв. 515";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing', 'ApartmentType', 'Apartment']"
"вул. Качалова, буд. 12, кв. 38";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Качалова, буд. 12, кв. 78";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Каштанова, 27, кв. 10";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кириленка, буд. 25";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Кириленка, буд. 26, кв. 68";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кімовська, буд. 68, кв. 15";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кобилянського, буд. 199, кв. 14";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ковельська, буд. 63";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Кокчетавська, буд. 11, кв. 10";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Колачевського Сергія, буд. 100, кв. 28";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Коротченка, буд. 13, кв. 45";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Коротченка, буд. 5, кв. 31";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Косигіна, буд. 10, кв. 10";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Косіора, буд. 22, кв. 51";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Космодем’янської Зої, буд. 22";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Космонавтів, буд. 22, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Космонавтів, буд. 45, кв. 14";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кремлівська, буд. 26, кв. 22";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Криворіжсталі, буд. 16, кв. 20";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кропивницького, буд. 15, кв. 41";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Кубанська, буд. 4";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Кубинська, буд. 120";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Кузнецова Миколи, буд. 14, кв. 1";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Купріна, буд. 68";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Курчатова, буд. 11, кв. 18";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Лавроненка, буд. 116";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Ладозька, буд. 64";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Лауреатів, буд. 11";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Лафарга, буд. 11";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Лермонтова, буд. 10, кв. 24";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Лермонтово, 31, кв. 38";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Лісового, буд. 10, кв. 19";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Лісового, буд. 23, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Лісового, буд. 27, кв. 101";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Лісового, буд. 9Б, кв. 105";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Луганська, буд. 38, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Магістральна, буд. 20, кв. 29";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Мальвова, буд. 24";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Мануйлова, буд. 16, кв. 12";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Мануйлова, буд. 5, кв. 6";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Маршака, буд. 13, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Матросова, буд. 21";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Матусевича Віталія, 53, кв. 17";"['StreetType', 'Street', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Матусевича Віталія, буд. 2, кв. 168";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Матусевича Віталія, буд. 25, кв. 3";"['StreetType', 'Street', 'Street', HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Матусевича Віталія, буд. 45, кв. 27";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Мирного Панаса, буд. 14";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Мирного Панаса, буд. 16, кв. 9";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Миру, буд. 5, кв. 5";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Міжпланетна, буд. 10, кв. 30";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Міжпланетна, буд. 11, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Міжпланетна, буд. 12, кв. 14";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Мопровська, буд. 38";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Мотронівська, буд. 11";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Мусївська, буд. 30";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Мусоргського, буд. 14, кв. 24";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Мухіної, буд. 2, кв. 4";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Нагорна, буд. 59";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Надії, буд. 24";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Нахімова, буд. 42, кв. 4";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Недєліна, буд. 22, кв. 59";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Недєліна, буд. 53, кв. 602";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Недєліна, буд. 53, кв. 604";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Незалежності України, буд. 16, кв. 71";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Новаторська, буд. 9";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Новобудови, буд. 55";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Новосибірська, буд. 19, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Новосибірська, буд. 8, кв. 12";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ньютона, буд. 34, кв. 141";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ньютона, буд. 34, кв. 16";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ньютона, буд. 42, кв. 33";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ньютона, буд. 46, кв. 168";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Одеська, буд. 34, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Одоєвського, буд. 49А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Олексієнка, буд. 19";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Отто Бразовского, 79, кв. 6";"['StreetType', 'Street', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Павлова Академіка, буд. 23";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Павлоградська, буд. 66";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Панкєєва, буд. 11, кв. 22";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Панкєєва, буд. 43, кв. 19";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Параджанова Сергія, буд. 32, кв. 194";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Пензенська, буд. 99";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Перемоги, буд. 19, кв. 52";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Перлинна, буд. 7, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Перовської, буд. 4, кв. 17";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Перовської, буд. 8, кв. 60";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Першотравнева, буд. 23, кв. 5";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Південна, буд. 112";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Піхотинська, буд. 24";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Планова, буд. 51";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Погребняка, буд. 10, кв. 118";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Подбельського, буд. 16";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Подбельського, буд. 16, кв. 118";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Покровська, 28, кв. 69";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Політехнічна, буд. 71, кв. 37";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Промислова, буд. 10, кв. 130";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Путійна, буд. 46";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Пухова, буд. 35, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ракитіна, буд. 18, кв. 55";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Рєпіна, буд. 7";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Рибалка, буд. 21";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Рокосовського, буд. 1, кв. 6";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Романової, буд. 13";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Рубенса, буд. 23";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Садова, буд. 41";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Саласюка, буд. 63, кв. 21";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Саласюка, буд. 63, кв. 40";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Салтикова, буд. 34, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Саратовська, буд. 5";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Сахарова, буд. 5, кв. 71";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Сахарова, буд. 7, кв. 93";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Світлова, буд. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Світлова, буд. 4, кв. 4";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Святкова, буд. 26";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Свято-Миколаївська, буд. 20, кв. 3";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Свято-Миколаївська, буд. 68, кв. 29";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Семашка, буд. 1А, кв. 44";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Сєднєва, буд. 3, кв. 41";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Симонова, буд. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Симонова, буд. 3, кв. 60";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Сича Юрія, буд. 25, кв. 5";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Сірка Івана, буд. 37, кв. 12";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Січеславська, буд. 2, кв. 11";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Славна, 4, кв. 24";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Смірнова, буд. 35, кв. 63";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Соборності, буд. 91, кв. 9";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Солдатська, буд. 31";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Спаська, буд. 14, кв. 28";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Співдружності, буд. 108, кв. 47";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Станкова Олександра, буд. 2А, кв. 14";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Старовокзальна, буд. 35, кв. 84";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Староярмаркова, буд. 39А, кв. 18";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тарасова, буд. 17";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Тарасової Алли, буд. 17";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Терещенка Володимира, буд. 10, кв. 8";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тесленка, буд. 23, кв. 54";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Технічна, буд. 13, кв. 9";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тинка, 14, кв. 19";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тільги Степана, буд. 29, кв. 8";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тімірязєва, буд. 11, кв. 50";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тімірязєва, буд. 27, кв. 23";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Толбухіна, буд. 9, кв. 4";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Толстого, буд. 46";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Транспортна, 14, кв. 7";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Тульська, буд. 78Б";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Туполєва, буд. 1, кв. 319";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Туполєва, буд. 5, кв. 47";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Українська, буд. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Українська, буд. 55, кв. 100";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Урюпінська, буд. 1, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ухтомського, буд. 3, кв. 6";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Фукса Едуарда, буд. 29А, кв. 38";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Футбольна, буд. 116";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Фучика Юліуса, буд. 51";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Ханойська, буд. 41";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Центральна, буд. 13, кв. 5";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Центральна, буд. 33";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Цехова, буд. 15";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Цитрусова, буд. 8";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Ціолковського, буд. 18, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Чарівна, буд. 11, кв. 47";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Червоногвардійська, буд. 7, кв. 5";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Червоносільська, буд. 19";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Черемшини Марка, буд. 30";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Черкасова, буд. 17, кв. 127";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Черкасова, буд. 5, кв. 40";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Чорновола В’ячеслава, буд. 17, кв. 110";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Чорноморська, буд. 36";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Шадринська, буд. 12";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Шекспіра, буд. 48";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Шимановського Мартіна, буд. 2А, кв. 14";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Шкапенка, буд. 17, кв. 60";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Шкільна, буд. 13, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Шкільна, буд. 63";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Штеровська, буд. 34, кв. 11";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Юність, буд. 1, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Якуба Коласа, буд. 27, кв. 2";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ямальська, буд. 6А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Ярослава Мудрого, 78, кв. 89";"['StreetType', 'Street', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ярослава Мудрого, буд. 82, кв. 55";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Яцкова, буд. 11, кв. 19";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. 4-й Зарічний, буд. 12, кв. 119";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. 5-й Зарічний, буд. 1, кв. 38";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. 7-й Зарічний, буд. 2, кв. 43";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. Всебратське-2, буд. 55, кв. 38";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. Гірницький, буд. 22, кв. 5";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. Індустріальний, буд. 69, кв. 25";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. Сонячний, буд. 15, кв. 70";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"мікр. Ювілейний, буд. 1, кв. 28";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"пл. Домнобудівників, буд. 2/10, кв. 919";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"пл. Поля, буд. 2, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"пров. Балакіна, буд. 14, кв. 87";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"пров. Бульварний, буд. 2, кв. 38";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"пров. Бутлерова, буд. 8, кв. 32";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"пров. Ковпака, буд. 24А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"пров. Мерецького, буд. 47";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
